#separator:tab
#html:true
#columns:Front	Back	Tags
Front	Back	Tags
Thumb adding qualifiers to a simple commitment. Strip to what?	Simple yes or no - no spin.<br><br><a href="https://www.jorap.com/notes/let-your-yes-be-yes/">Read note: Let Your Yes Be Yes</a>	jorap-notes Eternal Principles Ethics
Wasted years of selfish living - terror I'm not really saved. Two different losses?	Reward may burn - salvation stands on Christ.<br><br><a href="https://www.jorap.com/notes/loss-of-reward/">Read note: Loss of Reward</a>	jorap-notes Eternal Principles Stewardship
Wood-hay-stubble dread - feels like hell, not discipline. What's still true?	Saved through fire - loss of reward, not life.<br><br><a href="https://www.jorap.com/notes/loss-of-reward/">Read note: Loss of Reward</a>	jorap-notes Eternal Principles Stewardship
Bad season ends and I hear 'no crown' as 'never belonged.' Correct the categories?	Eternal life by faith - rewards separate.<br><br><a href="https://www.jorap.com/notes/loss-of-reward/">Read note: Loss of Reward</a>	jorap-notes Eternal Principles Stewardship
Someone waved Jesus' name for years with zero trust underneath. Same as a believer who stumbled hard?	No - never believed; stumble is different.<br><br><a href="https://www.jorap.com/notes/loss-of-reward/">Read note: Loss of Reward</a>	jorap-notes Eternal Principles Stewardship
Lazy in obedience, panic God will un-save me - reward dread mixing with standing. Wrong order?	Justification stands - repent, walk, reward at stake.<br><br><a href="https://www.jorap.com/notes/loss-of-reward/">Read note: Loss of Reward</a>	jorap-notes Eternal Principles Stewardship
Hidden sin exposed - shame says heaven access revoked. Fellowship vs standing?	Confess, restore walk - standing on Christ stays.<br><br><a href="https://www.jorap.com/notes/loss-of-reward/">Read note: Loss of Reward</a>	jorap-notes Eternal Principles Stewardship
Sunday worship felt high but I haven't opened the Bible all week - mind lane empty. What's the move?	Open Scripture today - love God with your mind.<br><br><a href="https://www.jorap.com/notes/love-god/">Read note: Love God</a>	jorap-notes Eternal Principles Love
Calendar full, prayer thin - reordering the day. What comes first?	Pray before inbox.<br><br><a href="https://www.jorap.com/notes/love-god/">Read note: Love God</a>	jorap-notes Eternal Principles Love
Church checkbox ticked, heart still elsewhere. What's the move?	Engage the heart - stop going through motions.<br><br><a href="https://www.jorap.com/notes/love-god/">Read note: Love God</a>	jorap-notes Eternal Principles Love
About to snap at family right after worship. Which love comes first at home?	God first - then neighbor.<br><br><a href="https://www.jorap.com/notes/love-god/">Read note: Love God</a>	jorap-notes Eternal Principles Love
Thumb on scroll before five minutes with God. What's the move?	Close the feed - give Him the next five.<br><br><a href="https://www.jorap.com/notes/love-god/">Read note: Love God</a>	jorap-notes Eternal Principles Love
Devotion feels vague - 'love God' with no next step. What's one move today?	Pray or read Scripture - one concrete act.<br><br><a href="https://www.jorap.com/notes/love-god/">Read note: Love God</a>	jorap-notes Eternal Principles Love
Someone slandered me online. Thumb hovering over reply. First move before I type?	Pray for them.<br><br><a href="https://www.jorap.com/notes/love-your-enemies/">Read note: Love Your Enemies</a>	jorap-notes Eternal Principles Love
Only loving people who already treat me well. What's missing?	Bless the ones who hurt me too.<br><br><a href="https://www.jorap.com/notes/love-your-enemies/">Read note: Love Your Enemies</a>	jorap-notes Eternal Principles Love
Enemy hurt me - tempted to smile and pretend we're fine. What's the real move?	Bless and pray - don&#x27;t return evil.<br><br><a href="https://www.jorap.com/notes/love-your-enemies/">Read note: Love Your Enemies</a>	jorap-notes Eternal Principles Love
Returning evil for evil feels justified right now. What's the break-the-cycle move?	Bless - don&#x27;t return evil.<br><br><a href="https://www.jorap.com/notes/love-your-enemies/">Read note: Love Your Enemies</a>	jorap-notes Eternal Principles Love
They keep coming at me - thumb on payback. First move besides not hitting back?	Pray for them.<br><br><a href="https://www.jorap.com/notes/love-your-enemies/">Read note: Love Your Enemies</a>	jorap-notes Eternal Principles Love
Hard to be kind to someone who keeps wounding me. Who sets the pattern?	Father&#x27;s kindness - bless them anyway.<br><br><a href="https://www.jorap.com/notes/love-your-enemies/">Read note: Love Your Enemies</a>	jorap-notes Eternal Principles Love
Neighbor I'd rather avoid lives next door. What's the move?	Show mercy - next door counts.<br><br><a href="https://www.jorap.com/notes/love-your-neighbor/">Read note: Love Your Neighbor</a>	jorap-notes Eternal Principles Love
Deciding how much help to give someone hard to love. What standard do I use?	Care I&#x27;d want if roles reversed.<br><br><a href="https://www.jorap.com/notes/love-your-neighbor/">Read note: Love Your Neighbor</a>	jorap-notes Eternal Principles Love
Worship felt fine but I'm snapping at family tonight - God and neighbor split. What's the move?	Stop splitting - love both today.<br><br><a href="https://www.jorap.com/notes/love-your-neighbor/">Read note: Love Your Neighbor</a>	jorap-notes Eternal Principles Love
Walking past someone hurt on the road. What's the move?	Stop and help - mercy makes the neighbor.<br><br><a href="https://www.jorap.com/notes/love-your-neighbor/">Read note: Love Your Neighbor</a>	jorap-notes Eternal Principles Love
They wronged me - withholding help until they're nicer. What do I do?	Love as yourself - go first.<br><br><a href="https://www.jorap.com/notes/love-your-neighbor/">Read note: Love Your Neighbor</a>	jorap-notes Eternal Principles Love
Mental loop: do they qualify as neighbor? Flip the question - what do I ask instead?	Am I being neighbor to them?<br><br><a href="https://www.jorap.com/notes/love-your-neighbor/">Read note: Love Your Neighbor</a>	jorap-notes Eternal Principles Love
Polite at church, sharp at home after. One check before I speak?	Does it cost me - not just applause?<br><br><a href="https://www.jorap.com/notes/love/">Read note: Love</a>	jorap-notes Eternal Principles Fruit
Neighbor needed a ride at an inconvenient hour. What's the move?	Show up - inconvenience, not performance.<br><br><a href="https://www.jorap.com/notes/love/">Read note: Love</a>	jorap-notes Eternal Principles Fruit
Waiting to feel loving before I obey. Wrong order?	Walk by Spirit - obey, fruit follows.<br><br><a href="https://www.jorap.com/notes/love/">Read note: Love</a>	jorap-notes Eternal Principles Fruit
Affection only when people are watching. One check?	Abide first - love that costs something.<br><br><a href="https://www.jorap.com/notes/love/">Read note: Love</a>	jorap-notes Eternal Principles Fruit
Kid needs help past bedtime - I want to stay on the couch. One move?	Get up - love costs something real.<br><br><a href="https://www.jorap.com/notes/love/">Read note: Love</a>	jorap-notes Eternal Principles Fruit
Sharp reply drafted after worship Sunday. What's the move?	Soften before send - fruit shows at home.<br><br><a href="https://www.jorap.com/notes/love/">Read note: Love</a>	jorap-notes Eternal Principles Fruit
Volunteered for every ministry slot - burnout loading. What's the move?	Say no - your part isn&#x27;t every part.<br><br><a href="https://www.jorap.com/notes/many-parts-one-body/">Read note: Many Parts One Body</a>	jorap-notes Eternal Principles Community
Envy at someone's platform gift - joy stolen serving kids. What's the move?	Faithful in your part - not their mic.<br><br><a href="https://www.jorap.com/notes/many-parts-one-body/">Read note: Many Parts One Body</a>	jorap-notes Eternal Principles Community
Comparing my quiet gift to their platform gift again. What's the move?	Faithful in your part - not their mic.<br><br><a href="https://www.jorap.com/notes/many-parts-one-body/">Read note: Many Parts One Body</a>	jorap-notes Eternal Principles Community
Solo-body fantasy - I can cover every ministry hole. What's the move?	One part - let teachers teach.<br><br><a href="https://www.jorap.com/notes/many-parts-one-body/">Read note: Many Parts One Body</a>	jorap-notes Eternal Principles Community
Popularity contest for standing - wrong scoreboard?	Belonging settled - steward your gift.<br><br><a href="https://www.jorap.com/notes/many-parts-one-body/">Read note: Many Parts One Body</a>	jorap-notes Eternal Principles Community
Leader hoarding every role because it feels holy. What's the move?	Equip parts - don&#x27;t absorb every slot.<br><br><a href="https://www.jorap.com/notes/many-parts-one-body/">Read note: Many Parts One Body</a>	jorap-notes Eternal Principles Community
Praying for forgiveness while nursing a grudge from last Sunday. What's the clash?	Ask mercy - release the debt too.<br><br><a href="https://www.jorap.com/notes/mercy/">Read note: Mercy</a>	jorap-notes Eternal Principles Love
Someone who wronged me needs help on the road. First merciful move?	Act - mercy shows up in the body.<br><br><a href="https://www.jorap.com/notes/mercy/">Read note: Mercy</a>	jorap-notes Eternal Principles Love
About to quote their failure online - thumb on the post, grudge hot. What's the move?	Release the debt - I&#x27;m not final judge.<br><br><a href="https://www.jorap.com/notes/mercy/">Read note: Mercy</a>	jorap-notes Eternal Principles Love
Sharp reply left my mouth - still want mercy for myself tonight. What's the move toward them?	Show mercy - don&#x27;t choke the small debt.<br><br><a href="https://www.jorap.com/notes/mercy/">Read note: Mercy</a>	jorap-notes Eternal Principles Love
Coworker apologizes again for the same mistake. Still counting?	Forgive heart - stop counting.<br><br><a href="https://www.jorap.com/notes/mercy/">Read note: Mercy</a>	jorap-notes Eternal Principles Love
King forgave my unpayable debt - I'm choking someone over pocket change. My move?	Extend mercy - release the small debt.<br><br><a href="https://www.jorap.com/notes/mercy/">Read note: Mercy</a>	jorap-notes Eternal Principles Love
Deep work blocked, neighbor knocked shaken - door still closed. What's the move?	Open the door - help now.<br><br><a href="https://www.jorap.com/notes/moved-with-compassion/">Read note: Moved with Compassion</a>	jorap-notes Eternal Principles Jesus Rhythms
Walked past the hurting kid because I was busy - kept walking. What comes first?	Stop and help - don&#x27;t keep walking.<br><br><a href="https://www.jorap.com/notes/moved-with-compassion/">Read note: Moved with Compassion</a>	jorap-notes Eternal Principles Jesus Rhythms
Schedule full, someone harassed and helpless - calendar winning. What's the reframe?	Interrupt the calendar - help the person.<br><br><a href="https://www.jorap.com/notes/moved-with-compassion/">Read note: Moved with Compassion</a>	jorap-notes Eternal Principles Jesus Rhythms
Throughput over the person in front - optimizing the plan. What's the move?	Bend the schedule - person first.<br><br><a href="https://www.jorap.com/notes/moved-with-compassion/">Read note: Moved with Compassion</a>	jorap-notes Eternal Principles Jesus Rhythms
Neighbor can wait until Friday - blocked afternoon feels sacred. What comes first?	Serve now - compassion moves first.<br><br><a href="https://www.jorap.com/notes/moved-with-compassion/">Read note: Moved with Compassion</a>	jorap-notes Eternal Principles Jesus Rhythms
Policy says not my problem - crowd looks harassed and helpless. What's the move?	See them - move, then serve.<br><br><a href="https://www.jorap.com/notes/moved-with-compassion/">Read note: Moved with Compassion</a>	jorap-notes Eternal Principles Jesus Rhythms
Praying for a different outcome - dread building in my chest. What's the move?	Not my will - Yours be done.<br><br><a href="https://www.jorap.com/notes/not-my-will/">Read note: Not My Will</a>	jorap-notes Eternal Principles Jesus Prayers
Hard yes still undecided after one quick prayer. What's the move?	Pray it three times - same surrender.<br><br><a href="https://www.jorap.com/notes/not-my-will/">Read note: Not My Will</a>	jorap-notes Eternal Principles Jesus Prayers
Cup feels unbearable - escape fantasy looping. What's the move?	Abba, Father - then yield the cup.<br><br><a href="https://www.jorap.com/notes/not-my-will/">Read note: Not My Will</a>	jorap-notes Eternal Principles Jesus Prayers
Obedience will cost friendships - still bargaining. What's the move?	Not my will - Father&#x27;s will.<br><br><a href="https://www.jorap.com/notes/not-my-will/">Read note: Not My Will</a>	jorap-notes Eternal Principles Jesus Prayers
Treating surrender like weakness - dread feels cowardly. What's the move?	Pray it out - then yield anyway.<br><br><a href="https://www.jorap.com/notes/not-my-will/">Read note: Not My Will</a>	jorap-notes Eternal Principles Jesus Prayers
Bargaining with God for an easier path - if You are willing loaded. What's the move?	Yet not my will - Yours be done.<br><br><a href="https://www.jorap.com/notes/not-my-will/">Read note: Not My Will</a>	jorap-notes Eternal Principles Jesus Prayers
Dropped three verses in group chat and walked away - mic drop done. What's the move?	Walk through it - explain line by line.<br><br><a href="https://www.jorap.com/notes/opened-scripture/">Read note: Opened Scripture</a>	jorap-notes Eternal Principles Scripture
Read the passage, application in ninety seconds - rushed to takeaway. What's the move?	Slow down - open meaning with them.<br><br><a href="https://www.jorap.com/notes/opened-scripture/">Read note: Opened Scripture</a>	jorap-notes Eternal Principles Scripture
Bible study feels like a citation contest - impressing not teaching. What's the move?	Make the Book legible - not impressive.<br><br><a href="https://www.jorap.com/notes/opened-scripture/">Read note: Opened Scripture</a>	jorap-notes Eternal Principles Scripture
Hoarding quotes without helping anyone understand. What's missing?	Explain the passage - help them see.<br><br><a href="https://www.jorap.com/notes/opened-scripture/">Read note: Opened Scripture</a>	jorap-notes Eternal Principles Scripture
Posted the verse, minds still closed - quote landed, no light. What's the move?	Open understanding - not just the quote.<br><br><a href="https://www.jorap.com/notes/opened-scripture/">Read note: Opened Scripture</a>	jorap-notes Eternal Principles Scripture
Truth shared as a mic drop in the thread - walked away proud. What's the move?	Teach - open Scripture, don&#x27;t dump.<br><br><a href="https://www.jorap.com/notes/opened-scripture/">Read note: Opened Scripture</a>	jorap-notes Eternal Principles Scripture
Snapped at my kid after a dry prayer week. What grows the slow fuse?	Abide tonight - Scripture before news.<br><br><a href="https://www.jorap.com/notes/patience/">Read note: Patience</a>	jorap-notes Eternal Principles Fruit
Cut off in traffic - horn for horn incoming. One beat?	One breath - slow the moment.<br><br><a href="https://www.jorap.com/notes/patience/">Read note: Patience</a>	jorap-notes Eternal Principles Fruit
Trying to checklist a slow fuse by Friday. What grows it?	Daily abide - fruit grows slow.<br><br><a href="https://www.jorap.com/notes/patience/">Read note: Patience</a>	jorap-notes Eternal Principles Fruit
Correction turned sharp - volume up, slow fuse gone. One beat?	Drop volume - one breath first.<br><br><a href="https://www.jorap.com/notes/patience/">Read note: Patience</a>	jorap-notes Eternal Principles Fruit
Delay stacking - resentment building in my chest. First move?	Name the spike - breathe before I speak.<br><br><a href="https://www.jorap.com/notes/patience/">Read note: Patience</a>	jorap-notes Eternal Principles Fruit
Forced politeness all day, snapped the minute I got home. What's missing?	Spirit connection - not performance fuse.<br><br><a href="https://www.jorap.com/notes/patience/">Read note: Patience</a>	jorap-notes Eternal Principles Fruit
2am bill spiral before I prayed. What's the first move?	Trust first - pray, then act.<br><br><a href="https://www.jorap.com/notes/peace/">Read note: Peace</a>	jorap-notes Eternal Principles Fruit
Two friends feuding - I stay quiet so I can feel calm. What's missing?	Make peace - quiet alone isn&#x27;t enough.<br><br><a href="https://www.jorap.com/notes/peace/">Read note: Peace</a>	jorap-notes Eternal Principles Fruit
Conflict avoided so nobody gets upset - I stayed silent instead of making peace. What's the move?	Make peace - don&#x27;t fake quiet.<br><br><a href="https://www.jorap.com/notes/peace/">Read note: Peace</a>	jorap-notes Eternal Principles Fruit
Anxiety scrolling finances at midnight. What's the move?	Trust Father - pray, then act.<br><br><a href="https://www.jorap.com/notes/peace/">Read note: Peace</a>	jorap-notes Eternal Principles Fruit
Friends feuding - I keep calm by never naming the hurt. What's the move?	Make peace - don&#x27;t fake quiet.<br><br><a href="https://www.jorap.com/notes/peace/">Read note: Peace</a>	jorap-notes Eternal Principles Fruit
Bill panic at 2 a.m. - trust loop still spinning. What comes first?	Pray first - then one practical step.<br><br><a href="https://www.jorap.com/notes/peace/">Read note: Peace</a>	jorap-notes Eternal Principles Fruit
Two friends feuding - tempted to pick a side and stoke it. What's the move?	Make peace - go fix it.<br><br><a href="https://www.jorap.com/notes/peacemakers/">Read note: Peacemakers</a>	jorap-notes Eternal Principles Love
Conflict at work and I just want quiet so I can leave. What's missing?	Make peace - silence alone isn&#x27;t enough.<br><br><a href="https://www.jorap.com/notes/peacemakers/">Read note: Peacemakers</a>	jorap-notes Eternal Principles Love
Hard truth needs saying but I soft-pedal to avoid fight. What am I called to?	Peace through truth in love.<br><br><a href="https://www.jorap.com/notes/peacemakers/">Read note: Peacemakers</a>	jorap-notes Eternal Principles Love
Wronged and revenge would feel peaceful for five minutes. What's the real move?	Make peace - don&#x27;t mirror the harm.<br><br><a href="https://www.jorap.com/notes/peacemakers/">Read note: Peacemakers</a>	jorap-notes Eternal Principles Love
Family dinner tension - finger on gossip instead of bridge-building. First move?	Pursue peace - speak to fix it.<br><br><a href="https://www.jorap.com/notes/peacemakers/">Read note: Peacemakers</a>	jorap-notes Eternal Principles Love
Someone thinks peace means never naming the wrong. What do I say?	Peace is work - truth plus making peace.<br><br><a href="https://www.jorap.com/notes/peacemakers/">Read note: Peacemakers</a>	jorap-notes Eternal Principles Love
About to announce the new team lead - prayed yet?	Pray before the commit - not after.<br><br><a href="https://www.jorap.com/notes/pray-before-you-choose/">Read note: Pray Before You Choose</a>	jorap-notes Eternal Principles Prayer
Spreadsheet done, prayer never happened - list is ready to ship. What's the move?	Pray the list - then name them.<br><br><a href="https://www.jorap.com/notes/pray-before-you-choose/">Read note: Pray Before You Choose</a>	jorap-notes Eternal Principles Prayer
Two offers ranked by salary, zero time on the mountain. What's missing?	Pray the fork - then choose.<br><br><a href="https://www.jorap.com/notes/pray-before-you-choose/">Read note: Pray Before You Choose</a>	jorap-notes Eternal Principles Prayer
Big hire feels urgent - skip prayer to move fast. What comes first?	Pray first - then move.<br><br><a href="https://www.jorap.com/notes/pray-before-you-choose/">Read note: Pray Before You Choose</a>	jorap-notes Eternal Principles Prayer
Decision already posted online, prayer in the car - public first. What's the move?	Pray before announce - not after.<br><br><a href="https://www.jorap.com/notes/pray-before-you-choose/">Read note: Pray Before You Choose</a>	jorap-notes Eternal Principles Prayer
Committing other people to my call without asking God. What's missing?	Ask God first - then commit them.<br><br><a href="https://www.jorap.com/notes/pray-before-you-choose/">Read note: Pray Before You Choose</a>	jorap-notes Eternal Principles Prayer
Church friction has me ready to bail on unity - split tempting. What's the move?	Pray they stay one - as Father and Son are one.<br><br><a href="https://www.jorap.com/notes/pray-for-his-own/">Read note: Pray for His Own</a>	jorap-notes Eternal Principles Jesus Prayers
Praying for my kid's faith feels alone - intercession lonely. What's the move?	He prayed for all who will believe - you&#x27;re included.<br><br><a href="https://www.jorap.com/notes/pray-for-his-own/">Read note: Pray for His Own</a>	jorap-notes Eternal Principles Jesus Prayers
Sanctification feels like self-improvement theater. What's the move?	Ask Father - sanctify them in Your word.<br><br><a href="https://www.jorap.com/notes/pray-for-his-own/">Read note: Pray for His Own</a>	jorap-notes Eternal Principles Jesus Prayers
Scared believers will fall away when I fail as leader. What's the move?	Pray Father keeps them - His name, not mine.<br><br><a href="https://www.jorap.com/notes/pray-for-his-own/">Read note: Pray for His Own</a>	jorap-notes Eternal Principles Jesus Prayers
Small group wants a mission statement before unity. What's the move?	Pray for one - before you brand it.<br><br><a href="https://www.jorap.com/notes/pray-for-his-own/">Read note: Pray for His Own</a>	jorap-notes Eternal Principles Jesus Prayers
Wondering if I'm included in His intercession - doubt loop. What's the move?	Believers through their word - includes me.<br><br><a href="https://www.jorap.com/notes/pray-for-his-own/">Read note: Pray for His Own</a>	jorap-notes Eternal Principles Jesus Prayers
Hosted all morning, collapsed without talking to God. What's missing?	Up the mountain - pray alone.<br><br><a href="https://www.jorap.com/notes/pray-when-drained/">Read note: Pray When Drained</a>	jorap-notes Eternal Principles Prayer
Ministry day ended, I numbed out on my phone - scroll loop. What comes first?	Pray first - not numb out.<br><br><a href="https://www.jorap.com/notes/pray-when-drained/">Read note: Pray When Drained</a>	jorap-notes Eternal Principles Prayer
Fed a lot of people today, tank empty - couch calling. What's the move?	Drained is the cue - pray anyway.<br><br><a href="https://www.jorap.com/notes/pray-when-drained/">Read note: Pray When Drained</a>	jorap-notes Eternal Principles Prayer
Project shipped at midnight, scroll until 2am - earned rest. What comes first?	Pray first - not scroll.<br><br><a href="https://www.jorap.com/notes/pray-when-drained/">Read note: Pray When Drained</a>	jorap-notes Eternal Principles Prayer
Skipping prayer because I earned rest - God can wait. What's the move?	Pray on the mountain - tired still talks.<br><br><a href="https://www.jorap.com/notes/pray-when-drained/">Read note: Pray When Drained</a>	jorap-notes Eternal Principles Prayer
Crowd gone, still buzzing - can't settle without noise. What's missing?	Alone with the Father - pray.<br><br><a href="https://www.jorap.com/notes/pray-when-drained/">Read note: Pray When Drained</a>	jorap-notes Eternal Principles Prayer
Stacking volunteer hours to feel acceptable again after a bad week. Wrong order?	Mercy first - offer from thanks, not payment.<br><br><a href="https://www.jorap.com/notes/present-a-living-sacrifice/">Read note: Present a Living Sacrifice</a>	jorap-notes Eternal Principles Sanctification
Treating my quiet-time streak like proof God accepts me. What already settled standing?	Faith at justification - sacrifice grows after.<br><br><a href="https://www.jorap.com/notes/present-a-living-sacrifice/">Read note: Present a Living Sacrifice</a>	jorap-notes Eternal Principles Sanctification
Religious performance for the group chat, zero change at home. What's missing?	Living sacrifice - offer the ordinary day, not the highlight reel.<br><br><a href="https://www.jorap.com/notes/present-a-living-sacrifice/">Read note: Present a Living Sacrifice</a>	jorap-notes Eternal Principles Sanctification
I quote living sacrifice at breakfast but snap at dinner. First fix for the mind?	Renew the mind - feed Scripture before the day runs me.<br><br><a href="https://www.jorap.com/notes/present-a-living-sacrifice/">Read note: Present a Living Sacrifice</a>	jorap-notes Eternal Principles Sanctification
Tuesday feels too small to count as worship. What's the reframe?	Present this day alive - not a dead ritual.<br><br><a href="https://www.jorap.com/notes/present-a-living-sacrifice/">Read note: Present a Living Sacrifice</a>	jorap-notes Eternal Principles Sanctification
Cross-bearing to feel qualified for heaven. Correct the motive?	Saved first - offer the day from thanks.<br><br><a href="https://www.jorap.com/notes/present-a-living-sacrifice/">Read note: Present a Living Sacrifice</a>	jorap-notes Eternal Principles Sanctification
Bible alone on the couch for months - gathered reading missing. What's missing?	Show up - hear Scripture with God&#x27;s people.<br><br><a href="https://www.jorap.com/notes/read-in-synagogue/">Read note: Read in Synagogue</a>	jorap-notes Eternal Principles Scripture
Streamed sermons in pajamas, Scripture feels thin - solo lane only. What's the move?	Gathered worship - read aloud together.<br><br><a href="https://www.jorap.com/notes/read-in-synagogue/">Read note: Read in Synagogue</a>	jorap-notes Eternal Principles Scripture
Private devotions strong, never in the room when the text is read. What's the move?	Private and gathered - both matter.<br><br><a href="https://www.jorap.com/notes/read-in-synagogue/">Read note: Read in Synagogue</a>	jorap-notes Eternal Principles Scripture
Sabbath is only me and an app - no congregation in the loop. What's the move?	Show up - hear Scripture together.<br><br><a href="https://www.jorap.com/notes/read-in-synagogue/">Read note: Read in Synagogue</a>	jorap-notes Eternal Principles Scripture
Kids memorize at home, never hear church read the text - home only. What's the move?	Bring them - hear the text with the church.<br><br><a href="https://www.jorap.com/notes/read-in-synagogue/">Read note: Read in Synagogue</a>	jorap-notes Eternal Principles Scripture
Whole-person love but skip gathered worship - couch is enough. What's the move?	Gathered lane - read with the church.<br><br><a href="https://www.jorap.com/notes/read-in-synagogue/">Read note: Read in Synagogue</a>	jorap-notes Eternal Principles Scripture
Gift in hand for Sunday - brother still hurt by me. What comes first?	Fix it first - then offer gift.<br><br><a href="https://www.jorap.com/notes/reconciliation-before-worship/">Read note: Reconciliation Before Worship</a>	jorap-notes Eternal Principles Ethics
Sunday worship while avoiding someone I wronged. What breaks?	Empty worship - go fix it first.<br><br><a href="https://www.jorap.com/notes/reconciliation-before-worship/">Read note: Reconciliation Before Worship</a>	jorap-notes Eternal Principles Ethics
Worship feeling high but unrepaired fight at home. First move?	Leave gift - go fix it.<br><br><a href="https://www.jorap.com/notes/reconciliation-before-worship/">Read note: Reconciliation Before Worship</a>	jorap-notes Eternal Principles Ethics
Know I wronged them - still scrolling past the hard conversation. What's the move?	Go face to face - repair first.<br><br><a href="https://www.jorap.com/notes/reconciliation-before-worship/">Read note: Reconciliation Before Worship</a>	jorap-notes Eternal Principles Ethics
Know they're angry but hope the service fixes it. Who moves?	I go - my move first.<br><br><a href="https://www.jorap.com/notes/reconciliation-before-worship/">Read note: Reconciliation Before Worship</a>	jorap-notes Eternal Principles Ethics
Already saved but distant from a brother. What's restored?	Closeness restored - not re-earning heaven.<br><br><a href="https://www.jorap.com/notes/reconciliation-before-worship/">Read note: Reconciliation Before Worship</a>	jorap-notes Eternal Principles Ethics
Tax bill arrived - tempted to dodge as kingdom protest. What's the move?	Pay lawful duty - give Caesar his coin.<br><br><a href="https://www.jorap.com/notes/render-unto-caesar/">Read note: Render Unto Caesar</a>	jorap-notes Eternal Principles Priorities
Patriotism and worship tangled. Who gets ultimate allegiance?	God ultimate - Caesar gets what&#x27;s his.<br><br><a href="https://www.jorap.com/notes/render-unto-caesar/">Read note: Render Unto Caesar</a>	jorap-notes Eternal Principles Priorities
State feels like lord of everything lately. Sort the two?	Pay duty - don&#x27;t worship the state.<br><br><a href="https://www.jorap.com/notes/render-unto-caesar/">Read note: Render Unto Caesar</a>	jorap-notes Eternal Principles Priorities
Revolutionary tax refusal sounds faithful - kingdom protest through nonpayment. What's the move?	Pay taxes - kingdom higher, still pay.<br><br><a href="https://www.jorap.com/notes/render-unto-caesar/">Read note: Render Unto Caesar</a>	jorap-notes Eternal Principles Priorities
God's image bearer - what do I owe Him vs the state?	Self to God - coin to Caesar.<br><br><a href="https://www.jorap.com/notes/render-unto-caesar/">Read note: Render Unto Caesar</a>	jorap-notes Eternal Principles Priorities
Civic duty skipped because I am kingdom-first. What's the move?	Kingdom first does not excuse lawful duty.<br><br><a href="https://www.jorap.com/notes/render-unto-caesar/">Read note: Render Unto Caesar</a>	jorap-notes Eternal Principles Priorities
Scrolling outrage feeds all week, Scripture closed on the counter. Whose pattern is running my reactions?	World&#x27;s default - open Scripture first.<br><br><a href="https://www.jorap.com/notes/renewed-mind/">Read note: Renewed Mind</a>	jorap-notes Eternal Principles Sanctification
Head agrees with gospel facts, same snap reactions at dinner. What's missing?	Renew the mind - read and abide daily.<br><br><a href="https://www.jorap.com/notes/renewed-mind/">Read note: Renewed Mind</a>	jorap-notes Eternal Principles Sanctification
Waiting until my thoughts feel holy before I open the Bible. Wrong order?	Saved first - feed the mind now.<br><br><a href="https://www.jorap.com/notes/renewed-mind/">Read note: Renewed Mind</a>	jorap-notes Eternal Principles Sanctification
Tuesday 7am - thumb on news feed before Scripture. First move?	Scripture before the feed.<br><br><a href="https://www.jorap.com/notes/renewed-mind/">Read note: Renewed Mind</a>	jorap-notes Eternal Principles Sanctification
Trying to discern God's will while my mind is full of culture's noise. One step before deciding?	Renew first - then test His will.<br><br><a href="https://www.jorap.com/notes/renewed-mind/">Read note: Renewed Mind</a>	jorap-notes Eternal Principles Sanctification
Treating mind renewal like proof I am saved. What already settled standing?	Faith at justification - renewal grows after.<br><br><a href="https://www.jorap.com/notes/renewed-mind/">Read note: Renewed Mind</a>	jorap-notes Eternal Principles Sanctification
Delaying faith until my habits improve. When do I enter?	Today - by faith, not when fixed.<br><br><a href="https://www.jorap.com/notes/repent-and-believe/">Read note: Repent and Believe</a>	jorap-notes Eternal Principles Faith
Someone groveling until they feel good enough for God. One sentence I would say?	Trust Christ now - stop earning it.<br><br><a href="https://www.jorap.com/notes/repent-and-believe/">Read note: Repent and Believe</a>	jorap-notes Eternal Principles Faith
Head agrees with gospel facts but life unchanged. What's missing?	Rely on Christ&#x27;s promise - trust.<br><br><a href="https://www.jorap.com/notes/repent-and-believe/">Read note: Repent and Believe</a>	jorap-notes Eternal Principles Faith
Trying to obey my way into eternal life. What receives life vs what guides after?	Faith receives life - turn and obey guide the walk.<br><br><a href="https://www.jorap.com/notes/repent-and-believe/">Read note: Repent and Believe</a>	jorap-notes Eternal Principles Faith
Same sin again - despair that heaven is lost. What does turning again mean?	Fix closeness with God - not re-earn heaven.<br><br><a href="https://www.jorap.com/notes/repent-and-believe/">Read note: Repent and Believe</a>	jorap-notes Eternal Principles Faith
Someone says repentance buys heaven and faith is just agreeing. Split the categories?	Faith receives life - repentance for fellowship.<br><br><a href="https://www.jorap.com/notes/repent-and-believe/">Read note: Repent and Believe</a>	jorap-notes Eternal Principles Faith
Teammate stranded on my off day - rest feels holy, help feels wrong. What's the move?	Help them - rest doesn&#x27;t block mercy.<br><br><a href="https://www.jorap.com/notes/sabbath-for-good/">Read note: Sabbath for Good</a>	jorap-notes Eternal Principles Jesus Rhythms
Skipped mercy because the rules felt holy - policy over person. What's the move?	Mercy over show - help anyway.<br><br><a href="https://www.jorap.com/notes/sabbath-for-good/">Read note: Sabbath for Good</a>	jorap-notes Eternal Principles Jesus Rhythms
Rest day but someone is bound and hurting - off-limits day. What's the move?	Free them - rest serves people.<br><br><a href="https://www.jorap.com/notes/sabbath-for-good/">Read note: Sabbath for Good</a>	jorap-notes Eternal Principles Jesus Rhythms
